,frequency,quantity,change,Other,Start_Drinking,Other.1,age_group,weight_loss,fitness_goals,unproductive_time,lack_of_control,hangovers,mental_health,drinking_habits,embarassment,concern_from_others,Other.2,I want to feel in control of my drinking habits,I want to look better,I want to hit my health and fitness goals,I want to lose weight,I want to learn how to have fun without drinking,I want to feel more energised,I want to regain time for activities that are important to me,I want to see if my drinking is a problem,I want to be a better role model,I want to learn how to deal with emotions in new ways,Other.3,My social life. How am I supposed to have fun without drinking or not seem boring?,My drinking isn't actually a 'problem'. Why change if I'm not an alcoholic?,Bad habits. I always pour a drink when I get home from work.,It's not the right time; I have an event coming up where I'll need to drink.,"Alcohol is how I relax, celebrate, comfort myself everything!",Drinking is just the norm,Other.4,I've successfully done dry months (like Dry January) and kept good habits afterwards,I've successfully done dry months (like Dry January) but fell back into bad habits afterwards,I've tried dry months (like Dry January) but have struggled to complete them,I've made up drinking rules for myself and am very good at sticking with them,I made up rules drinking for myself but can never stick to them,I've read books,I've done a programme,I haven't,Roughly how much do you spend on alcohol in a week?,Score,Ending,freq1,quant1,budget,consumption,cons2,freq2,freq_w,quantity_
177,1-2 times a week,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,True,0,False,False,False,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,35,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
179,Every day,8-12 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,True,False,False,True,False,False,False,True,True,0,False,True,False,True,False,False,False,False,True,False,0,False,False,True,False,True,False,0,False,False,False,False,True,False,False,False, £40- £50,19,"Alcohol plays a big part in your life, ",7.0,10.0,45,70.0,2xabove,>=5Units,Every day,8-12 units
180,3-4 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,True,False,False,False,False,False, £20- £30,11,"Alcohol plays a big part in your life, ",3.5,30.0,25,105.0,2xabove,>=5Units,3-4 times a week,20 units+
218,1-2 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 20s,False,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £50+,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,55,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
222,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
223,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,True,False,True,False,False,False,False,0,True,False,False,True,True,False,False,False,False,False,0,True,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
228,1-2 times a week,2-4 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,False,True,False,False,True,0,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False, £20- £30,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,25,4.5,within  norm,<5Units,1-2 times a week,1-4 units
229,1-2 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True, £30- £40,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,35,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
245,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,True,True,False,False,False,False,False,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
253,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,True,False,True,False,0,False,True,False,False,True,False,False,True,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,35,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
257,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £40- £50,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,45,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
268,1-2 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,True,True,False,False, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,35,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
270,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,True,False,True,False,False,False,False,0,True,False,False,False,True,False,False,False,False,False,0,True,True,False,False,True,True,0,False,False,False,False,False,False,False,True, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
275,3-4 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,True,False,True,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
277,1-2 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my 20s,0,In my 20s,False,True,False,False,False,True,True,False,False,0,True,True,True,True,True,True,False,True,False,True,0,False,True,False,False,True,False,0,False,False,False,False,True,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,15,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
278,5-6 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,False,I like to drink,False,False,False,False,False,False,False,False,False,False,To get pissed,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £30- £40,15,"Alcohol plays a big part in your life, ",5.5,16.0,35,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
285,5-6 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,14,"Alcohol plays a big part in your life, ",5.5,10.0,45,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
286,1-2 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 20s,True,False,True,False,True,False,False,False,False,0,False,True,False,True,False,False,True,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
289,3-4 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,True,False,True,True,False,False,True,0,True,True,False,False,True,False,0,False,False,False,True,False,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
295,5-6 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,False,False,False,False,False,True,False,True,True,0,False,True,False,False,False,True,False,False,True,True,0,True,True,False,False,False,True,0,False,False,False,False,False,False,False,True, £20- £30,11,"Alcohol plays a big part in your life, ",5.5,3.0,25,16.5,2x norm,<5Units,5-6 times a week,1-4 units
297,3-4 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,35,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
300,5-6 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £40- £50,16,"Alcohol plays a big part in your life, ",5.5,30.0,45,165.0,2xabove,>=5Units,5-6 times a week,20 units+
309,3-4 times a week,8-12 units,0,Nothing,In my late teens,0,In my 20s,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
316,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,True,False,False,False,True,False,True,False,0,False,True,False,False,True,True,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,55,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
332,Once every two weeks,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,True,True,True,True,False,True,False,0,True,False,False,False,True,True,True,True,False,True,0,True,False,False,True,False,True,0,False,True,False,False,True,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",0.5,16.0,25,8.0,within  norm,>=5Units,<1 time per week,12-20 units
350,Every day,8-12 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,0,False,False,True,False,False,False,False,False, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
360,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £40- £50,19,"Alcohol plays a big part in your life, ",7.0,10.0,45,70.0,2xabove,>=5Units,Every day,8-12 units
376,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,True,False,False,False,False,False,False,0,False,True,False,True,False,True,True,False,False,False,0,True,True,False,False,True,True,0,False,False,True,False,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
390,Once a month,12-20 units,I want to detox and reset my drinking habits,0,In my 20s,0,In my 20s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,True,False,False,False,False, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",0.25,16.0,35,4.0,within  norm,>=5Units,<1 time per week,12-20 units
431,3-4 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,0,False,False,True,False,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
451,Every day,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
463,1-2 times a week,5-9 units,0,none,In my 20s,0,In my 20s,False,False,False,False,False,False,False,False,False,none,False,False,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
468,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,False,False,True,False,False,True,False,0,False,True,False,True,True,False,False,True,False,False,0,True,False,False,True,False,False,0,False,False,True,False,False,False,False,False, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
484,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,False,False,False,False,False,True,True,0,True,False,False,False,False,False,False,True,False,False,0,False,True,False,True,True,False,0,False,False,False,False,False,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
502,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,True,False,True,True,True,False,True,False,0,False,True,False,True,True,False,False,True,False,False,0,True,False,False,False,False,False,0,False,False,False,True,False,False,False,False, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
521,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,True,False,False,False,0,True,False,False,True,False,True,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
525,3-4 times a week,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,False,False,True,True,False,True,False,0,False,True,False,False,True,True,False,False,False,False,0,True,False,False,True,False,True,0,False,False,False,False,False,False,False,True, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,25,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
527,Every day,More than 20 units,0,Don't want to stop,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,False,Get more drunk,False,True,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
529,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
539,1-2 times a week,2-4 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,True,False,False,False,True,0,False,False,True,False,True,False,0,False,False,False,False,True,False,False,False,Under £10,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,5,4.5,within  norm,<5Units,1-2 times a week,1-4 units
548,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,True,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,True,False, £40- £50,12,"Alcohol plays a big part in your life, ",5.5,6.5,45,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
558,5-6 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,12,"Alcohol plays a big part in your life, ",5.5,6.5,25,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
597,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,True,True,False,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,45,45.0,2xabove,>=5Units,1-2 times a week,20 units+
604,Once every two weeks,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,5,5.0,within  norm,>=5Units,<1 time per week,8-12 units
605,Every day,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,True,False,0,False,True,False,True,True,False,False,False,False,False,0,False,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
622,Once a month,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,Under £10,5,"Alcohol is causing you more trouble than you realise, ",0.25,10.0,5,2.5,within  norm,>=5Units,<1 time per week,8-12 units
624,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,True,False,False,False,True,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
639,1-2 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,True,False,False,False,True,False,0,False,False,True,False,True,False,False,True,True,True,0,True,True,False,False,False,False,0,False,False,False,False,True,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
648,1-2 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 20s,True,True,True,True,True,True,False,False,False,0,True,True,False,True,False,False,False,True,False,False,0,True,True,True,False,True,False,0,False,True,False,False,True,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,35,45.0,2xabove,>=5Units,1-2 times a week,20 units+
