,frequency,quantity,change,Other,Start_Drinking,Other.1,age_group,weight_loss,fitness_goals,unproductive_time,lack_of_control,hangovers,mental_health,drinking_habits,embarassment,concern_from_others,Other.2,I want to feel in control of my drinking habits,I want to look better,I want to hit my health and fitness goals,I want to lose weight,I want to learn how to have fun without drinking,I want to feel more energised,I want to regain time for activities that are important to me,I want to see if my drinking is a problem,I want to be a better role model,I want to learn how to deal with emotions in new ways,Other.3,My social life. How am I supposed to have fun without drinking or not seem boring?,My drinking isn't actually a 'problem'. Why change if I'm not an alcoholic?,Bad habits. I always pour a drink when I get home from work.,It's not the right time; I have an event coming up where I'll need to drink.,"Alcohol is how I relax, celebrate, comfort myself everything!",Drinking is just the norm,Other.4,I've successfully done dry months (like Dry January) and kept good habits afterwards,I've successfully done dry months (like Dry January) but fell back into bad habits afterwards,I've tried dry months (like Dry January) but have struggled to complete them,I've made up drinking rules for myself and am very good at sticking with them,I made up rules drinking for myself but can never stick to them,I've read books,I've done a programme,I haven't,Roughly how much do you spend on alcohol in a week?,Score,Ending,freq1,quant1,budget,consumption,cons2,freq2,freq_w,quantity_
47,1-2 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,35,45.0,2xabove,>=5Units,1-2 times a week,20 units+
48,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,15,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
51,1-2 times a week,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
52,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,True,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
55,3-4 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,True,True,True,True,False,False,True,0,True,True,False,False,True,True,False,False,True,True,0,True,False,False,False,True,True,0,False,True,False,False,False,True,False,False, £10- £20,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,15,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
56,3-4 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,True,True,False,True,False,False,True,0,True,True,False,False,True,False,True,False,True,True,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,45,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
58,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,True,False,False,False,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
60,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,False,False,False,True,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
67,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 30s,True,True,False,False,True,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,True,True,False,False,True,False,0,False,True,False,False,False,False,False,False, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
68,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,0,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
70,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,True,False,False,Under £10,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,5,45.0,2xabove,>=5Units,1-2 times a week,20 units+
72,Every day,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 30s,False,False,False,False,False,False,True,False,True,0,True,False,False,False,True,True,False,True,True,True,0,False,False,False,False,True,True,0,False,False,False,False,True,False,False,False, £40- £50,19,"Alcohol plays a big part in your life, ",7.0,10.0,45,70.0,2xabove,>=5Units,Every day,8-12 units
73,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 30s,False,False,False,False,True,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,35,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
76,Every day,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,True,False,False,False,False,False,False,False,0,False,False,True,True,False,False,False,False,False,False,0,False,False,True,False,True,False,0,False,False,False,True,False,False,False,False,Under £10,17,"Alcohol plays a big part in your life, ",7.0,6.5,5,45.5,2xabove,>=5Units,Every day,5-9 units
78,1-2 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,True,True,True,False,True,False,False,False,False,0,False,True,True,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,35,45.0,2xabove,>=5Units,1-2 times a week,20 units+
81,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,True,False,True,True,False,False,False,False,False,0,False,False,False,True,True,True,0,False,True,False,False,False,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
84,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,True,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
85,Every day,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
86,3-4 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,True,True,False,True,False,True,True,0,True,False,False,False,True,True,True,True,False,True,0,True,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
89,Every day,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,True,False,True,True,0,False,False,False,False,False,False,False,True, £30- £40,17,"Alcohol plays a big part in your life, ",7.0,6.5,35,45.5,2xabove,>=5Units,Every day,5-9 units
92,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,True,False,True,True,False,False,False,False,True,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
93,Once every two weeks,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",0.5,16.0,15,8.0,within  norm,>=5Units,<1 time per week,12-20 units
97,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
98,1-2 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
101,Once every two weeks,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 30s,False,False,False,False,False,True,False,True,False,0,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,15,5.0,within  norm,>=5Units,<1 time per week,8-12 units
102,5-6 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 30s,False,False,False,False,False,True,True,True,False,0,False,True,True,False,True,True,False,False,True,False,0,True,False,False,False,True,False,0,False,False,True,False,False,False,False,False, £20- £30,14,"Alcohol plays a big part in your life, ",5.5,10.0,25,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
105,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,True,0,False,False,False,False,False,False,False,True, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
107,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,25,10.5,within  norm,<5Units,3-4 times a week,1-4 units
111,3-4 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,True,False,False,False,False,False,Under £10,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,5,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
113,5-6 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £50+,15,"Alcohol plays a big part in your life, ",5.5,16.0,55,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
120,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,True,True,True,True,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
126,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £50+,12,"Alcohol plays a big part in your life, ",5.5,6.5,55,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
129,Once a month,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 30s,False,False,True,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",0.25,16.0,25,4.0,within  norm,>=5Units,<1 time per week,12-20 units
131,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,14,"Alcohol plays a big part in your life, ",5.5,10.0,15,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
136,Once every two weeks,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",0.5,30.0,15,15.0,within  norm,>=5Units,<1 time per week,20 units+
146,3-4 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,True,True,False,True,True,True,False,False,False,0,True,True,True,True,False,False,False,False,False,True,0,True,False,False,False,True,True,0,False,True,False,False,False,False,False,False, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,25,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
151,Every day,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,17,"Alcohol plays a big part in your life, ",7.0,6.5,25,45.5,2xabove,>=5Units,Every day,5-9 units
154,1-2 times a week,More than 20 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,True,False,False,False,False,0,True,False,False,True,False,True,0,False,False,False,False,False,False,False,True, £50+,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,55,45.0,2xabove,>=5Units,1-2 times a week,20 units+
159,5-6 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 30s,True,True,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,False,False,0,False,False,True,False,False,True,0,False,True,False,False,True,False,False,False, £20- £30,15,"Alcohol plays a big part in your life, ",5.5,16.0,25,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
175,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
178,1-2 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my 30s,0,In my 30s,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
187,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,False,True,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
188,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
197,1-2 times a week,8-12 units,I want to completely stop drinking alcohol for good,0,In my late teens,0,In my 30s,False,False,True,True,True,True,False,True,False,0,True,False,False,False,True,False,False,True,False,True,0,False,False,True,False,True,True,0,False,True,False,False,True,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
199,3-4 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,True,True,True,False,False,False,False,False,False,0,False,True,True,False,False,False,False,False,False,False,0,True,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
201,3-4 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 30s,False,True,False,False,True,False,True,True,False,0,True,False,True,False,False,False,False,True,False,True,0,False,False,False,False,False,False,Not sure I want to stop completely,True,False,False,True,False,False,False,False, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
211,Every day,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
213,Once every two weeks,8-12 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,False,False,False,True,False,False,True,0,True,False,True,True,True,False,True,False,False,False,0,False,True,False,False,False,False,0,True,False,False,True,False,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,5,5.0,within  norm,>=5Units,<1 time per week,8-12 units
219,3-4 times a week,2-4 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 30s,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,True,False,False,False,False, £50+,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,55,10.5,within  norm,<5Units,3-4 times a week,1-4 units
227,3-4 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,True,True,True,True,False,True,False,0,True,True,False,False,False,True,True,False,True,True,0,False,False,False,False,True,True,0,False,True,True,False,True,False,True,False, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
232,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,False,True,True,True,0,True,False,True,True,True,True,False,True,True,True,0,True,False,True,False,False,False,0,True,False,False,False,False,False,False,False, £40- £50,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,45,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
249,3-4 times a week,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,25,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
250,1-2 times a week,1-2 units,0,None,In my early teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,Under £10,4,"Alcohol is causing you more trouble than you realise, ",1.5,1.5,5,2.25,within  norm,<5Units,1-2 times a week,1-4 units
252,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,False,False,False,False,Want to have more money,False,False,False,False,False,False,False,True,False,False,0,False,False,True,False,True,True,0,False,True,False,False,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
255,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 30s,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,15,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
258,1-2 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,O,False,True,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
262,Every day,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,True,False,True,True,False,True,False,True,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
263,1-2 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 30s,False,False,False,True,False,True,True,True,False,0,True,True,False,True,True,False,False,True,True,True,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £10- £20,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,15,45.0,2xabove,>=5Units,1-2 times a week,20 units+
